date,MMM,ABT,ABBV,ABMD,ACN
2015-12-29,152.89,45.82,59.45,92.83,105.32
2015-12-30,151.91,45.27,59.8,92.12,105.86
2015-12-31,150.64,44.91,59.24,90.28,104.5
2016-01-04,146.82,42.93,57.61,85.24,101.83
2016-01-05,147.46,42.92,57.37,85.0,102.36
2016-01-06,144.49,42.56,57.38,85.3,102.16
2016-01-07,140.97,41.54,57.21,81.92,99.16
2016-01-08,140.49,40.67,55.65,84.58,98.2
2016-01-11,140.46,40.73,53.88,85.0,99.23
2016-01-12,140.86,41.46,54.84,88.32,101.01
2016-01-13,138.72,40.28,51.18,85.81,99.26
2016-01-14,141.18,41.1,54.56,87.88,101.88
2016-01-15,138.69,40.54,57.34,87.41,99.27
2016-01-19,138.39,40.43,54.99,86.25,101.38
2016-01-20,136.96,39.96,57.15,83.17,99.06
2016-01-21,137.76,39.48,58.36,82.94,98.29
2016-01-22,139.52,40.03,58.83,86.68,102.24
2016-01-25,137.57,39.66,58.65,89.29,101.75
2016-01-26,144.78,40.16,58.26,86.62,102.53
2016-01-27,145.55,40.47,57.11,83.35,101.96
2016-01-28,147.32,36.71,55.85,81.77,103.08
2016-01-29,151.0,37.85,54.9,85.33,105.54
2016-02-01,148.73,38.45,54.39,85.46,106.28
2016-02-02,147.87,37.88,53.95,84.48,103.82
2016-02-03,152.52,38.02,56.84,84.81,102.1
2016-02-04,153.44,38.01,56.76,92.0,102.73
2016-02-05,153.47,37.41,53.12,81.53,98.97
2016-02-08,153.9,37.46,52.89,71.16,95.07
2016-02-09,154.74,37.0,53.48,71.0,93.32
2016-02-10,152.45,37.21,52.72,72.38,94.21
2016-02-11,150.67,36.34,52.18,72.77,93.43
2016-02-12,153.96,37.13,52.58,73.03,94.7
2016-02-16,155.53,37.99,53.51,78.36,96.91
2016-02-17,156.62,38.45,55.01,77.45,99.01
2016-02-18,156.78,38.31,54.55,79.51,98.52
2016-02-19,156.45,38.53,54.29,81.32,98.95
2016-02-22,157.7,39.16,55.28,82.45,100.35
2016-02-23,156.17,38.39,55.07,82.07,99.65
2016-02-24,157.22,39.2,54.89,80.89,99.55
2016-02-25,158.99,39.63,56.2,82.0,100.91
2016-02-26,158.27,39.52,56.0,80.65,101.12
2016-02-29,156.87,38.74,54.61,80.01,100.26
2016-03-01,159.59,39.33,56.34,83.99,103.45
2016-03-02,159.41,39.34,55.7,82.21,102.66
2016-03-03,159.38,38.82,55.93,83.06,102.8
2016-03-04,160.07,39.18,56.15,84.0,103.18
2016-03-07,160.57,39.18,56.4,85.18,102.4
2016-03-08,160.2,39.17,55.32,84.25,102.62
2016-03-09,160.09,39.28,56.39,87.4,103.4
2016-03-10,159.89,39.03,56.23,85.98,103.58
2016-03-11,161.88,40.37,57.73,87.66,105.68
2016-03-14,161.81,40.5,57.21,88.21,106.32
2016-03-15,162.41,39.9,55.62,87.34,107.07
2016-03-16,162.89,40.18,56.31,85.67,107.59
2016-03-17,163.75,40.29,55.32,85.57,108.56
2016-03-18,165.33,40.79,56.57,87.53,107.77
2016-03-21,164.84,40.76,56.01,88.88,108.16
2016-03-22,164.91,41.03,57.5,93.5,107.83
2016-03-23,164.27,40.78,56.36,91.54,107.66
2016-03-24,164.46,40.75,56.12,90.6,114.3
2016-03-28,166.28,40.88,56.11,90.48,114.17
2016-03-29,164.39,41.47,57.05,93.11,115.26
2016-03-30,166.75,41.65,57.0,93.03,115.37
2016-03-31,166.63,41.83,57.12,94.81,115.4
2016-04-01,167.53,42.19,57.42,96.58,116.35
2016-04-04,166.4,42.32,59.21,95.7,115.5
2016-04-05,165.81,42.04,58.54,95.14,114.13
2016-04-06,166.81,43.05,59.89,97.22,114.67
2016-04-07,167.16,42.61,59.3,95.64,112.1
2016-04-08,166.63,42.37,58.47,96.25,112.83
2016-04-11,166.59,42.48,58.5,95.1,113.1
2016-04-12,168.03,42.83,59.9,96.18,114.4
2016-04-13,168.59,43.35,59.06,98.57,114.96
2016-04-14,168.16,43.51,59.28,97.37,114.75
2016-04-15,168.78,43.41,59.51,98.22,114.82
2016-04-18,169.55,43.95,59.88,101.17,115.59
2016-04-19,169.65,43.85,60.17,100.38,115.1
2016-04-20,168.94,43.97,60.48,101.64,115.54
2016-04-21,168.66,43.88,61.37,102.12,114.48
2016-04-22,168.66,44.08,61.42,101.83,113.95
2016-04-25,168.38,44.01,60.97,102.3,114.1
2016-04-26,166.18,43.88,60.93,102.03,114.61
2016-04-27,167.76,43.83,60.7,102.05,115.48
2016-04-28,167.0,40.42,61.2,99.94,114.33
2016-04-29,167.38,38.9,61.0,97.14,112.92
2016-05-02,168.34,38.85,61.44,99.26,114.4
2016-05-03,167.97,38.55,61.77,98.9,113.3
2016-05-04,167.16,38.1,61.46,94.89,113.55
2016-05-05,167.77,38.5,62.34,94.77,114.08
2016-05-06,168.89,37.97,62.51,94.94,115.55
2016-05-09,168.52,37.98,63.7,96.41,115.47
2016-05-10,170.26,38.1,63.74,96.75,116.94
2016-05-11,169.77,38.01,62.7,96.1,115.98
2016-05-12,170.15,38.0,62.49,94.27,116.36
2016-05-13,168.32,37.6,62.0,94.08,115.44
2016-05-16,169.55,38.25,62.45,96.42,117.15
2016-05-17,167.82,37.71,60.25,94.13,116.22
2016-05-18,166.82,37.75,60.46,95.06,116.52
2016-05-19,165.11,37.24,59.28,95.36,116.03
2016-05-20,165.01,37.6,59.69,97.28,116.47
2016-05-23,166.11,37.37,59.3,96.99,116.18
2016-05-24,168.63,37.98,60.7,99.62,119.12
2016-05-25,169.99,38.68,61.22,98.94,118.55
2016-05-26,168.91,38.89,61.9,98.8,118.41
2016-05-27,168.89,39.3,62.71,99.74,118.94
2016-05-31,168.32,39.63,62.93,99.31,118.97
2016-06-01,168.69,39.5,62.83,101.58,119.01
2016-06-02,168.04,39.53,65.09,101.87,119.24
2016-06-03,168.38,39.18,65.0,101.81,118.9
2016-06-06,170.08,39.17,62.82,101.89,119.6
2016-06-07,170.91,38.93,63.1,104.31,119.65
2016-06-08,171.42,38.91,61.73,104.37,119.32
2016-06-09,170.13,38.87,60.75,104.31,119.44
2016-06-10,168.56,38.4,61.0,102.53,118.27
2016-06-13,167.13,37.86,59.93,101.77,117.08
2016-06-14,167.61,37.66,59.9,102.03,118.09
2016-06-15,167.8,37.43,60.4,103.09,117.45
2016-06-16,169.93,37.5,60.9,100.72,118.3
2016-06-17,168.94,37.39,60.01,99.23,117.57
2016-06-20,171.23,37.75,60.11,101.72,119.05
2016-06-21,171.37,37.73,59.98,101.76,119.43
2016-06-22,171.23,38.74,60.39,101.7,119.03
2016-06-23,174.11,39.63,61.31,104.25,118.91
2016-06-24,169.12,37.91,59.86,100.37,111.45
2016-06-27,167.19,36.95,58.68,101.23,109.29
2016-06-28,169.59,37.56,59.99,105.09,110.56
2016-06-29,171.52,38.57,61.81,108.16,111.76
2016-06-30,175.12,39.31,61.91,109.29,113.29
2016-07-01,175.54,39.54,62.71,110.17,113.52
2016-07-05,175.63,39.44,61.92,109.83,113.1
2016-07-06,175.16,40.83,63.37,111.44,113.52
2016-07-07,174.87,41.36,63.43,113.53,112.7
2016-07-08,177.12,41.89,64.16,114.15,115.11
2016-07-11,178.01,42.12,64.35,115.94,115.46
2016-07-12,179.16,42.48,65.51,117.76,116.5
2016-07-13,179.21,41.97,64.77,117.505,116.83
2016-07-14,180.9,42.28,63.62,117.78,116.77
2016-07-15,181.4,42.1,63.32,117.14,115.09
2016-07-18,181.11,42.09,63.56,117.47,114.14
2016-07-19,181.24,41.8,63.32,116.59,113.37
2016-07-20,181.42,42.65,63.41,118.24,115.45
2016-07-21,180.26,43.04,63.89,116.01,112.36
2016-07-22,180.44,43.17,63.81,116.25,112.86
2016-07-25,179.63,43.41,64.32,114.62,113.07
2016-07-26,177.66,43.6,64.45,114.27,114.26
2016-07-27,178.27,43.67,64.9,115.97,113.71
2016-07-28,177.98,44.45,64.72,115.03,112.08
2016-07-29,178.36,44.75,66.23,117.97,112.81
2016-08-01,178.29,45.29,66.94,119.5,112.88
2016-08-02,178.36,45.07,66.78,118.91,112.83
2016-08-03,178.38,44.95,66.57,118.58,113.61
2016-08-04,177.81,44.81,66.1,121.41,113.71
2016-08-05,178.57,45.26,66.54,120.25,114.6
2016-08-08,178.58,45.02,66.34,120.26,113.68
2016-08-09,178.39,45.08,66.76,123.33,112.88
2016-08-10,178.82,44.81,66.43,123.46,113.22
2016-08-11,181.0,45.05,66.95,124.09,113.39
2016-08-12,180.27,45.04,67.19,123.69,113.03
2016-08-15,180.56,45.15,67.39,123.39,113.6
2016-08-16,179.26,44.92,66.74,122.46,112.98
2016-08-17,179.87,44.68,66.83,121.76,112.93
2016-08-18,179.18,44.36,66.77,121.52,112.35
2016-08-19,179.61,44.24,67.1,121.43,113.05
2016-08-22,179.07,44.17,67.01,120.67,113.76
2016-08-23,179.77,43.9,66.17,121.07,115.48
2016-08-24,179.41,43.17,65.06,117.4,114.57
2016-08-25,179.58,42.84,64.72,116.94,115.04
2016-08-26,179.41,42.98,64.61,118.76,115.2
2016-08-29,180.5,43.25,64.51,120.71,114.85
2016-08-30,180.15,42.83,64.16,119.34,115.35
2016-08-31,179.24,42.02,64.1,117.94,115.0
2016-09-01,179.98,42.3,64.03,117.63,115.06
2016-09-02,180.81,42.09,64.12,117.43,115.66
2016-09-06,180.46,42.16,64.61,117.98,115.36
2016-09-07,179.75,41.9,64.97,119.04,115.12
2016-09-08,180.1,41.85,64.06,119.87,112.3
2016-09-09,175.64,41.01,63.36,116.37,110.39
2016-09-12,178.1,41.42,64.08,119.34,112.76
2016-09-13,176.07,40.64,63.34,117.38,110.53
2016-09-14,175.62,40.81,63.34,118.52,109.8
2016-09-15,176.59,41.12,63.35,123.17,110.72
2016-09-16,175.06,41.87,63.27,124.93,109.88
2016-09-19,176.72,41.68,62.91,125.1,110.5
2016-09-20,177.6,41.58,63.28,125.1,110.7
2016-09-21,179.59,41.92,64.1,126.9,111.7
2016-09-22,179.85,42.22,65.08,126.37,113.66
2016-09-23,177.39,42.19,64.98,123.53,113.09
2016-09-26,175.95,41.68,64.07,126.72,113.73
2016-09-27,176.3,42.33,64.57,129.19,116.13
2016-09-28,177.59,42.29,64.22,129.89,116.65
2016-09-29,175.37,41.44,62.82,128.42,121.64
2016-09-30,176.23,42.29,63.07,128.58,122.17
2016-10-03,175.04,42.55,63.23,127.8,120.86
2016-10-04,171.68,42.1,63.0,127.37,118.24
2016-10-05,172.39,42.74,63.39,127.45,118.21
2016-10-06,171.64,42.97,62.83,128.5,118.52
2016-10-07,171.33,42.97,62.93,128.47,116.0
2016-10-10,171.14,43.5,63.31,131.74,117.46
2016-10-11,169.68,41.16,62.39,127.58,116.97
2016-10-12,169.72,40.98,61.21,127.34,117.62
2016-10-13,170.02,40.98,61.15,127.71,118.11
2016-10-14,170.33,40.79,60.17,127.06,118.25
2016-10-17,170.21,40.59,60.14,127.95,116.85
2016-10-18,169.95,41.17,61.55,129.07,117.53
2016-10-19,169.91,40.01,61.43,127.87,116.82
2016-10-20,169.86,40.74,61.76,125.27,116.05
2016-10-21,169.5,40.5,60.98,124.85,115.59
2016-10-24,171.27,40.41,61.12,125.61,115.8
2016-10-25,166.23,40.19,61.55,121.97,115.27
2016-10-26,166.51,39.96,61.02,111.53,115.45
2016-10-27,165.76,40.29,61.46,103.32,115.46
2016-10-28,165.77,39.54,57.6,105.13,115.67
2016-10-31,165.3,39.24,55.78,104.99,116.24
2016-11-01,164.25,39.05,56.45,105.75,116.14
2016-11-02,165.73,38.7,56.79,104.17,118.61
2016-11-03,166.83,38.38,55.89,102.51,116.95
2016-11-04,166.48,39.09,56.04,104.7,117.23
2016-11-07,169.74,39.86,58.91,107.34,119.97
2016-11-08,171.03,39.83,58.81,107.91,119.81
2016-11-09,170.39,40.07,62.64,106.02,117.21
2016-11-10,174.28,40.61,64.0,107.25,120.33
2016-11-11,175.08,40.14,63.1,110.01,119.18
2016-11-14,172.91,39.2,62.97,110.01,117.25
2016-11-15,174.24,39.81,62.87,111.59,115.99
2016-11-16,172.01,39.95,61.54,111.55,117.32
2016-11-17,172.77,40.39,61.7,113.6,118.37
2016-11-18,172.96,39.84,60.52,113.41,118.43
2016-11-21,171.52,39.76,60.42,115.81,119.68
2016-11-22,171.91,38.1,58.93,111.02,119.48
2016-11-23,172.25,38.98,60.18,112.85,119.82
2016-11-25,173.49,39.16,60.51,113.67,120.74
2016-11-28,172.5,38.74,59.46,112.22,120.76
2016-11-29,172.77,38.73,61.59,112.09,120.94
2016-11-30,171.74,38.07,60.8,112.24,119.43
2016-12-01,172.63,37.6,59.16,107.39,117.66
2016-12-02,172.43,37.9,59.43,108.87,117.29
2016-12-05,171.62,38.43,60.86,109.95,117.72
2016-12-06,171.8,38.42,61.62,112.94,118.41
2016-12-07,176.05,38.48,59.99,116.65,121.57
2016-12-08,175.88,38.68,60.9,118.08,121.74
2016-12-09,178.49,39.2,61.54,116.92,123.31
2016-12-12,179.64,39.2,62.04,119.06,123.61
2016-12-13,178.83,39.44,61.99,118.66,125.4
2016-12-14,176.6,38.82,61.67,119.2,123.65
2016-12-15,176.02,38.93,62.02,118.67,124.55
2016-12-16,177.45,38.1,62.22,117.54,123.0
2016-12-19,178.16,38.34,62.22,116.77,123.65
2016-12-20,178.65,38.19,62.16,113.1,124.1
2016-12-21,178.43,38.24,61.45,113.56,117.9
2016-12-22,179.2,38.29,61.66,111.55,117.79
2016-12-23,178.75,38.42,62.34,112.38,117.48
2016-12-27,178.92,38.6,62.5,113.74,117.55
2016-12-28,178.08,38.22,62.27,112.78,116.61
2016-12-29,178.41,38.31,62.73,113.58,117.01
2016-12-30,178.57,38.41,62.62,112.68,117.13
2017-01-03,178.05,39.05,62.41,112.36,116.46
2017-01-04,178.32,39.36,63.29,115.74,116.74
2017-01-05,177.71,39.7,63.77,114.81,114.99
2017-01-06,178.23,40.78,63.79,115.42,116.3
2017-01-09,177.27,40.74,64.21,117.11,115.0
2017-01-10,176.58,41.29,64.07,112.24,115.06
2017-01-11,177.89,41.08,61.14,111.27,116.12
2017-01-12,177.44,40.72,61.28,112.37,115.78
2017-01-13,177.39,40.93,61.99,115.67,116.95
2017-01-17,177.26,40.9,61.86,114.02,116.03
2017-01-18,178.49,40.76,61.66,113.27,115.95
2017-01-19,178.68,40.4,61.38,112.21,115.5
2017-01-20,178.49,40.46,61.15,111.84,115.07
2017-01-23,178.51,40.34,60.96,111.57,114.82
2017-01-24,175.97,40.31,60.58,112.3,116.48
2017-01-25,176.73,40.31,61.38,114.82,117.57
2017-01-26,176.82,40.96,61.27,106.09,115.93
2017-01-27,177.48,41.0,60.0,108.85,115.35
2017-01-30,175.42,41.01,60.43,106.15,114.63
2017-01-31,174.82,41.77,61.11,106.37,113.87
2017-02-01,175.17,42.33,60.89,105.59,113.21
2017-02-02,174.18,42.75,60.89,104.1,113.64
2017-02-03,175.04,42.78,60.67,104.96,114.49
2017-02-06,175.1,42.43,60.65,110.5,114.18
2017-02-07,175.76,42.89,60.56,109.94,115.92
2017-02-08,177.07,42.4,60.52,108.73,115.43
2017-02-09,178.18,42.54,60.84,108.45,116.98
2017-02-10,179.0,42.74,60.42,108.64,117.6
2017-02-13,181.02,43.22,60.51,107.38,118.59
2017-02-14,181.6,43.65,60.82,108.96,120.0
2017-02-15,181.7,44.0,61.65,110.62,119.93
2017-02-16,183.41,44.2,61.48,114.25,120.72
2017-02-17,182.95,44.69,61.77,116.57,121.23
2017-02-21,183.37,45.01,61.83,117.81,122.1
2017-02-22,186.04,45.01,61.36,117.0,122.21
2017-02-23,187.19,45.4,61.94,116.89,122.48
2017-02-24,187.41,45.68,62.09,117.14,123.43
2017-02-27,186.91,45.46,62.22,117.94,122.79
2017-02-28,186.35,45.08,61.84,117.97,122.5
2017-03-01,189.86,45.59,62.83,121.29,124.07
2017-03-02,189.89,45.69,63.25,120.05,124.35
2017-03-03,189.31,45.25,63.34,120.73,123.64
2017-03-06,188.9,45.13,63.55,119.79,123.24
2017-03-07,189.09,45.0,63.69,120.03,124.14
2017-03-08,189.51,45.36,64.14,120.13,124.46
2017-03-09,189.9,45.63,64.5,120.17,123.18
2017-03-10,191.21,45.72,65.88,121.21,123.93
2017-03-13,191.52,45.53,65.85,121.69,124.04
2017-03-14,190.33,44.8,65.67,120.53,123.91
2017-03-15,191.2,45.32,66.55,122.97,124.8
2017-03-16,190.31,44.98,65.9,122.91,124.1
2017-03-17,192.36,45.19,65.69,123.97,125.22
2017-03-20,193.01,44.98,65.8,123.59,124.39
2017-03-21,192.13,44.8,65.35,122.27,124.64
2017-03-22,192.22,44.81,65.52,123.47,126.48
2017-03-23,192.14,44.77,65.65,123.75,120.76
2017-03-24,191.51,44.73,65.62,124.89,118.98
2017-03-27,190.43,44.7,66.1,125.26,119.39
2017-03-28,190.99,44.7,65.98,125.05,121.35
2017-03-29,190.68,44.67,65.77,124.88,120.98
2017-03-30,191.28,44.55,65.46,125.0,120.52
2017-03-31,191.33,44.41,65.16,125.2,119.88
2017-04-03,190.72,44.47,65.03,125.05,117.64
2017-04-04,190.19,44.18,65.11,124.08,118.04
2017-04-05,190.24,43.8,64.96,123.4,117.64
2017-04-06,189.89,43.67,65.08,125.54,116.81
2017-04-07,189.99,43.83,65.54,125.49,117.44
2017-04-10,189.71,43.59,64.97,125.16,117.84
2017-04-11,190.07,43.58,64.18,125.87,116.08
2017-04-12,189.7,43.48,64.37,125.48,115.58
2017-04-13,188.65,42.67,64.13,124.61,114.86
2017-04-17,190.36,43.31,64.31,120.73,115.72
2017-04-18,190.22,43.43,63.65,121.17,116.24
2017-04-19,189.83,43.59,63.45,123.12,116.95
2017-04-20,191.16,43.98,63.78,125.21,119.21
2017-04-21,191.5,43.53,63.82,125.03,119.23
2017-04-24,194.23,44.13,64.66,129.25,119.36
2017-04-25,195.13,43.76,65.1,129.16,118.69
2017-04-26,195.0,43.8,65.04,130.08,118.98
2017-04-27,196.11,43.65,66.07,130.92,120.49
2017-04-28,195.83,43.64,65.94,130.32,121.3
2017-05-01,194.81,43.48,66.48,133.57,121.25
2017-05-02,196.53,43.6,66.63,134.28,120.68
2017-05-03,197.63,43.72,66.74,129.89,120.3
2017-05-04,199.51,44.59,67.23,130.81,120.82
2017-05-05,199.4,44.64,66.99,133.03,121.52
2017-05-08,198.65,44.68,66.21,130.78,121.11
2017-05-09,197.96,44.67,66.17,130.88,121.07
2017-05-10,196.64,44.5,65.98,131.8,121.2
2017-05-11,196.75,43.86,65.3,130.85,120.8
2017-05-12,196.57,43.96,66.06,131.42,120.96
2017-05-15,197.63,44.04,66.67,134.51,122.25
2017-05-16,197.91,43.69,66.85,133.84,123.14
2017-05-17,194.84,43.08,65.37,130.54,120.44
2017-05-18,195.24,42.98,65.63,133.24,120.4
2017-05-19,195.8,43.16,65.58,134.43,120.98
2017-05-22,198.51,43.73,65.44,135.8,122.71
2017-05-23,197.73,43.68,65.84,134.74,122.15
2017-05-24,197.49,43.53,65.93,134.9,121.95
2017-05-25,199.54,43.95,66.32,135.88,123.1
2017-05-26,200.67,44.71,66.06,138.59,122.89
2017-05-30,202.44,45.0,66.02,139.72,123.77
2017-05-31,204.47,45.66,66.02,137.43,124.47
2017-06-01,204.35,46.1,66.71,141.0,125.29
2017-06-02,206.7,46.5,67.25,141.55,125.74
2017-06-05,206.22,46.62,67.51,141.81,126.58
2017-06-06,205.41,46.36,67.87,142.15,126.33
2017-06-07,205.01,46.56,68.75,142.06,126.55
2017-06-08,205.94,46.72,68.76,142.84,126.17
2017-06-09,206.93,47.29,69.67,141.23,125.82
2017-06-12,207.39,47.17,69.53,139.97,126.3
2017-06-13,209.11,47.46,69.67,140.65,127.07
2017-06-14,210.01,47.64,70.52,142.3,127.25
2017-06-15,211.29,48.12,70.6,142.88,127.03
2017-06-16,213.24,48.21,71.05,143.39,127.56
2017-06-19,213.36,48.89,71.34,145.94,127.77
2017-06-20,213.36,48.77,71.22,144.46,126.53
2017-06-21,212.86,48.57,71.34,145.5,127.11
2017-06-22,212.22,49.27,73.18,144.73,122.08
2017-06-23,212.9,49.08,72.64,144.49,122.74
2017-06-26,212.61,48.91,72.74,142.78,122.34
2017-06-27,209.78,48.67,72.39,140.47,122.19
2017-06-28,210.62,48.48,72.92,142.41,123.74
2017-06-29,207.85,48.73,72.48,140.24,122.99
2017-06-30,208.19,48.61,72.51,143.3,123.68
2017-07-03,209.83,48.71,72.42,142.29,123.93
2017-07-05,209.76,49.0,72.48,142.38,124.05
2017-07-06,208.02,47.94,71.73,139.96,122.94
2017-07-07,209.59,48.44,72.03,142.05,124.21
2017-07-10,210.49,48.23,71.83,141.15,124.06
2017-07-11,209.66,48.15,71.84,142.06,123.85
2017-07-12,211.3,48.43,71.88,144.08,125.47
2017-07-13,211.09,48.08,72.63,142.99,125.73
2017-07-14,211.77,48.91,73.11,145.07,126.7
2017-07-17,211.68,48.76,72.7,144.04,126.42
2017-07-18,211.31,48.74,72.23,144.34,127.37
2017-07-19,212.1,49.43,72.77,144.55,127.78
2017-07-20,212.45,50.85,74.01,144.3,128.54
2017-07-21,211.16,50.84,74.63,144.1,128.85
2017-07-24,210.0,50.8,73.91,147.3,128.01
2017-07-25,199.39,50.83,72.52,148.3,128.95
2017-07-26,199.03,50.4,72.59,145.08,129.51
2017-07-27,200.05,50.11,71.73,142.97,128.16
2017-07-28,199.72,49.61,70.44,146.25,128.4
2017-07-31,201.17,49.18,69.91,148.09,128.82
2017-08-01,207.65,49.26,70.99,146.78,130.2
2017-08-02,205.41,49.23,70.71,146.44,128.62
2017-08-03,207.62,49.16,70.99,147.89,130.02
2017-08-04,207.65,49.26,70.99,151.01,130.2
2017-08-07,207.44,49.3,71.22,153.35,129.68
2017-08-08,206.43,48.88,71.47,155.87,129.13
2017-08-09,206.48,48.77,72.02,155.85,129.62
2017-08-10,206.23,48.06,70.44,150.01,128.24
2017-08-11,205.98,48.54,70.63,151.37,128.2
2017-08-14,207.37,49.08,70.82,154.26,129.69
2017-08-15,207.18,48.82,70.34,154.51,129.38
2017-08-16,207.92,49.81,70.42,155.16,130.03
2017-08-17,205.35,49.29,69.85,153.7,127.59
2017-08-18,203.53,48.74,69.96,152.14,127.44
2017-08-21,204.55,48.88,70.7,153.32,128.17
2017-08-22,205.46,49.71,71.75,154.99,129.31
2017-08-23,202.67,49.64,71.52,152.9,128.36
2017-08-24,202.12,49.38,72.11,148.93,129.65
2017-08-25,202.13,49.35,72.48,147.67,129.39
2017-08-28,202.46,50.26,73.32,147.9,129.24
2017-08-29,202.92,50.15,73.89,145.39,129.66
2017-08-30,203.69,50.11,73.92,147.48,129.79
2017-08-31,204.32,50.94,75.3,150.8,130.76
2017-09-01,203.56,51.18,75.42,151.06,130.1
2017-09-05,200.98,51.03,75.25,150.51,129.77
2017-09-06,202.05,51.19,77.05,151.61,131.12
2017-09-07,204.46,51.49,81.78,153.85,134.24
2017-09-08,205.69,52.02,85.34,156.9,133.72
2017-09-11,209.56,52.45,87.0,157.81,136.23
2017-09-12,209.64,52.25,87.75,157.91,136.22
2017-09-13,209.49,52.0,88.47,158.46,134.78
2017-09-14,211.43,51.69,89.22,158.87,134.86
2017-09-15,213.35,51.76,87.37,158.58,135.35
2017-09-18,213.76,52.08,85.32,157.9,136.94
2017-09-19,213.56,51.41,86.37,157.1,136.71
2017-09-20,210.51,51.89,87.41,157.42,138.01
2017-09-21,210.44,51.43,87.41,159.79,136.66
2017-09-22,210.76,52.51,87.48,163.96,137.9
2017-09-25,210.73,52.61,86.57,160.31,138.16
2017-09-26,211.03,52.85,85.35,160.61,136.84
2017-09-27,209.48,52.15,84.75,163.72,136.64
2017-09-28,209.55,53.64,88.96,162.34,136.32
2017-09-29,209.9,53.36,88.86,168.6,135.07
2017-10-02,212.76,53.68,90.39,169.86,135.44
2017-10-03,214.57,53.75,89.7,168.78,134.25
2017-10-04,216.52,54.34,89.9,171.8,135.16
2017-10-05,216.37,54.92,90.18,173.65,136.22
2017-10-06,216.52,55.0,90.49,174.88,136.25
2017-10-09,216.68,54.66,90.78,173.99,136.99
2017-10-10,216.75,55.4,91.17,172.18,137.52
2017-10-11,216.51,54.44,92.38,172.66,136.91
2017-10-12,217.59,54.71,91.42,173.0,139.2
2017-10-13,217.72,54.65,90.67,173.85,139.2
2017-10-16,218.72,54.63,91.04,170.55,139.09
2017-10-17,217.75,55.06,92.17,172.47,138.65
2017-10-18,218.27,55.77,96.04,172.95,137.42
2017-10-19,219.24,56.0,96.48,172.21,138.62
2017-10-20,221.32,56.32,96.1,174.62,139.49
2017-10-23,221.55,56.08,94.51,176.0,139.33
2017-10-24,234.65,55.38,91.69,176.71,138.91
2017-10-25,237.91,55.5,91.78,171.37,141.22
2017-10-26,232.94,55.48,89.56,179.59,141.97
2017-10-27,234.74,55.37,91.93,181.07,143.28
2017-10-30,231.02,54.29,90.96,179.48,143.29
2017-10-31,230.19,54.23,90.25,192.92,142.36
2017-11-01,230.18,54.0,92.44,188.89,142.96
2017-11-02,232.23,54.37,91.02,190.05,143.43
2017-11-03,232.22,55.47,92.31,194.9,144.04
2017-11-06,230.31,55.01,92.96,196.55,143.93
2017-11-07,230.05,55.16,93.96,197.21,143.5
2017-11-08,229.83,55.25,95.71,196.97,144.89
2017-11-09,228.39,55.45,95.89,195.54,143.83
2017-11-10,227.45,54.8,95.43,195.21,143.89
2017-11-13,228.22,55.3,95.12,195.13,143.92
2017-11-14,229.33,55.01,94.75,193.75,144.96
2017-11-15,227.4,54.83,93.76,193.11,144.26
2017-11-16,229.42,55.54,94.47,194.91,147.04
2017-11-17,229.36,55.56,93.61,194.32,145.45
2017-11-20,231.49,55.29,93.6,195.59,146.57
2017-11-21,234.09,56.12,94.68,199.58,148.01
2017-11-22,231.58,55.8,94.47,198.86,147.11
2017-11-24,231.38,56.13,94.72,199.74,147.63
2017-11-27,234.0,56.15,95.42,198.45,147.5
2017-11-28,235.63,56.02,95.42,197.33,148.04
2017-11-29,238.01,55.58,95.82,194.15,146.95
2017-11-30,243.14,56.37,96.92,194.84,148.01
2017-12-01,241.15,55.98,96.32,194.6,146.57
2017-12-04,239.26,54.71,95.22,189.57,147.15
2017-12-05,238.26,54.79,95.41,187.96,147.67
2017-12-06,238.67,54.66,94.4,187.0,148.27
2017-12-07,240.3,54.69,94.24,187.91,148.6
2017-12-08,238.13,54.64,95.95,191.36,150.53
2017-12-11,239.3,54.94,96.47,193.43,150.69
2017-12-12,236.58,55.7,96.3,192.94,152.1
2017-12-13,239.11,55.06,97.35,193.06,151.42
2017-12-14,238.08,54.73,96.3,188.44,151.21
2017-12-15,238.0,55.5,97.45,188.71,152.66
2017-12-18,238.42,56.4,98.19,190.07,151.72
2017-12-19,238.39,56.8,97.92,193.89,152.22
2017-12-20,236.92,57.02,97.41,193.69,151.75
2017-12-21,234.78,56.93,97.91,190.63,154.2
2017-12-22,234.73,56.93,98.21,191.64,153.89
2017-12-26,235.45,57.0,97.75,189.54,152.99
2017-12-27,236.2,57.47,98.09,190.42,153.32
2017-12-28,235.72,57.46,97.79,190.55,153.57
2017-12-29,235.37,57.07,96.71,187.41,153.09
2018-01-02,235.64,58.79,98.41,192.49,153.84
2018-01-03,235.63,58.92,99.95,195.82,154.55
2018-01-04,238.71,58.82,99.38,199.25,156.38
2018-01-05,240.57,58.99,101.11,202.32,157.67
2018-01-08,239.79,58.82,99.49,207.8,158.93
2018-01-09,241.28,58.92,100.24,209.76,159.46
2018-01-10,241.14,58.83,99.69,208.14,158.9
2018-01-11,242.31,58.95,99.27,210.15,159.11
2018-01-12,244.47,58.84,100.34,215.11,160.11
2018-01-16,244.74,58.44,102.49,218.09,157.96
2018-01-17,248.11,58.99,104.36,224.13,160.21
